Area,O_BetweenStreet1,O_BetweenStreet2,DewPointC,DurationSeconds,FeelsLikeC,Hourly_Counts,Sensor_Id,Sensor_Name,Side Of Street,StreetId,StreetName,Time,WindChillC,WindGustKmph,cloudcover,humidity,moon_illumination,pressure,tempC,winddirDegree,windspeedKmph,Vehicle Present
15,36.0,12.0,8,256,8,42.0,40,9.0,1,894,4,2,8,23,14,88,40,1017,10,263,14,0
6,11.0,29.0,5,1654,11,3238.0,1,1.0,1,123,0,13,11,33,37,60,38,1006,13,261,25,1
8,22.0,40.0,6,471,11,799.0,21,0.0,3,123,0,22,11,17,5,68,45,1004,12,291,8,1
0,0.0,0.0,12,217,25,0.0,0,0.0,3,926,3,0,24,17,2,46,55,1016,24,162,15,0
0,0.0,0.0,17,9331,19,0.0,0,0.0,3,926,3,0,19,12,80,88,48,1015,19,168,8,0
3,0.0,0.0,13,2960,20,0.0,0,0.0,3,669,0,0,20,15,9,62,55,1017,20,151,13,1
21,41.0,32.0,10,1069,16,1098.0,30,8.0,3,894,4,17,16,14,22,68,56,1019,16,174,7,0
0,0.0,0.0,12,6548,25,0.0,0,0.0,3,926,3,0,25,23,1,45,55,1016,25,160,18,1
0,0.0,0.0,12,87,25,0.0,0,0.0,3,926,3,0,24,17,2,46,55,1016,24,162,15,0
2,0.0,0.0,15,26109,17,0.0,0,0.0,3,926,3,0,17,14,7,90,41,1019,16,118,7,1
20,38.0,21.0,10,15177,21,1235.0,21,0.0,3,123,0,17,21,23,16,49,39,1022,21,185,12,1
21,41.0,32.0,11,146,16,513.0,40,9.0,4,894,4,16,16,32,79,69,42,1004,16,211,25,1
0,15.0,13.0,1,2269,7,180.0,36,11.0,1,1171,6,11,7,39,39,52,94,1005,11,282,33,0
7,30.0,9.0,5,7500,12,313.0,46,10.0,1,1102,5,12,12,28,95,56,69,1013,14,297,21,1
3,0.0,0.0,15,2903,27,0.0,0,0.0,3,669,0,0,27,15,8,50,41,1014,26,190,12,1
15,36.0,12.0,7,5833,9,210.0,40,9.0,1,894,4,20,9,21,45,82,0,1020,10,327,11,1
11,39.0,33.0,2,2212,11,221.0,40,9.0,3,894,4,16,11,6,77,54,4,1021,10,68,4,1
25,39.0,4.0,5,1198,6,731.0,50,7.0,1,655,3,20,6,27,25,78,58,1016,8,285,14,0
15,36.0,12.0,12,163,13,46.0,40,9.0,3,894,4,23,13,4,100,94,25,1015,12,130,3,1
6,2.0,18.0,4,17750,10,913.0,21,0.0,4,123,0,16,10,11,38,64,47,1022,11,281,7,0
0,34.0,10.0,7,86,10,584.0,18,3.0,3,528,1,13,10,23,88,74,30,1010,12,239,18,0
0,15.0,13.0,8,2115,10,13.0,36,11.0,1,1171,6,0,10,20,3,86,18,1019,11,267,10,0
3,0.0,0.0,13,2508,17,0.0,0,0.0,4,669,0,0,17,18,52,79,55,1017,17,147,14,0
3,0.0,0.0,17,638,21,0.0,0,0.0,4,911,2,0,21,19,4,76,26,1019,21,192,13,1
6,2.0,18.0,5,228,6,82.0,2,2.0,4,123,0,6,6,14,82,85,0,1028,7,19,6,1
1,0.0,0.0,13,393,19,0.0,0,0.0,4,907,1,0,19,10,0,69,19,1019,17,186,5,0
21,41.0,32.0,1,1383,5,885.0,30,8.0,1,894,4,20,5,65,21,55,0,1015,10,120,42,1
1,0.0,0.0,16,4810,27,0.0,0,0.0,4,907,1,0,27,12,10,50,41,1014,27,194,9,1
2,0.0,0.0,15,7840,18,0.0,0,0.0,4,926,3,0,18,21,84,83,48,1016,18,171,14,0
0,34.0,10.0,11,9611,11,25.0,53,5.0,3,528,1,2,11,14,77,91,0,1020,12,273,9,0
2,0.0,0.0,16,3790,25,0.0,0,0.0,4,926,3,0,23,22,48,66,48,1014,23,184,18,1
1,0.0,0.0,14,1048,26,0.0,0,0.0,4,907,1,0,25,17,3,49,26,1018,25,190,15,0
0,15.0,13.0,6,2147,9,650.0,36,11.0,1,1171,6,16,9,38,74,69,22,1016,12,6,26,1
0,0.0,0.0,10,125,26,0.0,0,0.0,4,926,3,0,25,20,0,41,19,1019,25,169,11,0
2,0.0,0.0,12,703,29,0.0,0,0.0,4,926,3,0,29,8,0,35,19,1020,28,120,6,1
3,0.0,0.0,15,1458,27,0.0,0,0.0,4,669,0,0,26,6,17,51,41,1016,26,193,5,1
3,0.0,0.0,12,661,25,0.0,0,0.0,4,669,0,0,25,23,1,45,55,1016,25,160,18,0
25,39.0,4.0,7,7146,15,651.0,50,7.0,4,655,3,16,15,25,46,59,48,1015,15,281,17,1
3,22.0,40.0,8,83,12,225.0,30,8.0,1,894,4,9,12,13,100,71,93,1016,13,182,11,1
0,34.0,10.0,5,6528,9,426.0,17,4.0,3,528,1,19,9,23,25,66,84,1018,11,178,15,0
3,0.0,0.0,15,351,18,0.0,0,0.0,4,669,0,0,18,20,72,85,48,1016,18,169,14,0
0,34.0,10.0,13,383,19,1074.0,53,5.0,4,528,1,18,19,20,7,69,33,1025,19,28,10,1
0,0.0,0.0,11,3508,24,0.0,0,0.0,3,926,3,0,23,21,0,47,12,1020,23,127,10,1
3,22.0,40.0,7,7089,9,216.0,30,8.0,1,894,4,0,9,5,31,88,99,1027,9,216,2,0
28,13.0,35.0,11,3194,19,1110.0,1,1.0,3,123,0,8,19,25,47,61,13,1012,19,230,21,0
2,0.0,0.0,14,25063,17,0.0,0,0.0,4,926,3,0,17,6,12,85,12,1021,16,84,3,0
0,15.0,13.0,8,67,16,344.0,36,11.0,1,1171,6,11,16,21,80,59,31,1022,16,233,17,1
6,18.0,30.0,7,357,8,716.0,17,4.0,4,528,1,11,8,28,59,77,62,1010,11,28,21,1
2,0.0,0.0,10,7128,29,0.0,0,0.0,4,926,3,0,30,11,0,30,19,1019,29,179,8,0
0,0.0,0.0,16,6570,25,0.0,0,0.0,4,926,3,0,23,25,55,66,48,1014,23,181,21,1
28,36.0,12.0,10,4377,12,245.0,1,1.0,4,123,0,7,12,27,98,80,33,1016,13,351,19,0
0,0.0,0.0,10,3434,26,0.0,0,0.0,3,926,3,0,25,20,0,41,19,1019,25,169,11,1
0,0.0,0.0,10,837,28,0.0,0,0.0,4,926,3,0,29,15,0,30,19,1019,29,179,10,0
2,0.0,0.0,12,4342,21,0.0,0,0.0,4,926,3,0,21,17,3,56,12,1022,21,9,10,1
15,36.0,12.0,4,3417,4,64.0,40,9.0,1,894,4,0,4,25,8,83,51,1018,6,291,13,1
17,41.0,32.0,11,511,19,3212.0,1,1.0,4,123,0,16,19,58,98,60,55,1003,19,353,35,1
1,0.0,0.0,13,897,19,0.0,0,0.0,4,907,1,0,19,14,2,64,12,1021,19,20,7,1
12,28.0,28.0,18,26,21,296.0,23,13.0,5,1285,7,19,21,11,19,85,43,1015,21,193,6,0
0,0.0,0.0,16,1258,20,0.0,0,0.0,3,926,3,0,20,13,3,78,41,1014,20,210,7,0
2,0.0,0.0,10,2063,29,0.0,0,0.0,3,926,3,0,30,20,1,30,12,1019,30,157,12,0
2,0.0,0.0,15,559,25,0.0,0,0.0,4,926,3,0,24,1,27,56,41,1018,24,183,1,1
1,0.0,0.0,11,2709,25,0.0,0,0.0,4,907,1,0,23,18,0,46,19,1019,23,164,9,1
3,0.0,0.0,16,1590,25,0.0,0,0.0,4,669,0,0,22,17,5,67,41,1014,22,219,9,0
6,9.0,26.0,13,742,18,22.0,11,16.0,2,1398,10,23,18,7,21,73,99,1009,17,339,4,0
15,13.0,35.0,7,4245,10,273.0,40,9.0,3,894,4,21,10,29,24,75,48,1017,12,298,15,1
2,0.0,0.0,12,735,19,0.0,0,0.0,4,926,3,0,19,11,0,67,19,1019,17,168,5,1
21,41.0,32.0,17,467,26,572.0,40,9.0,3,894,4,17,24,23,42,66,2,999,24,196,13,0
16,12.0,23.0,7,509,27,568.0,10,15.0,3,1381,9,13,28,29,0,26,10,1011,28,6,19,0
2,0.0,0.0,15,10858,17,0.0,0,0.0,4,926,3,0,17,14,7,90,41,1019,16,118,7,1
23,28.0,28.0,12,2783,16,479.0,36,11.0,1,1171,6,10,16,24,57,75,100,1014,16,318,15,1
21,41.0,32.0,9,156,26,230.0,40,9.0,3,894,4,20,26,48,59,34,27,1003,26,162,24,1
3,0.0,0.0,13,24281,18,0.0,0,0.0,4,911,2,0,18,8,0,72,26,1019,17,224,4,0
3,0.0,0.0,15,2419,19,0.0,0,0.0,3,669,0,0,19,22,74,81,48,1016,19,174,15,1
8,22.0,40.0,5,23,5,222.0,2,2.0,3,123,0,21,5,30,31,79,0,1017,8,2,16,0
21,41.0,32.0,7,652,11,1007.0,30,8.0,3,894,4,16,11,15,11,75,87,1026,11,312,8,0
2,0.0,0.0,10,10261,26,0.0,0,0.0,4,926,3,0,25,20,0,41,19,1019,25,169,11,0
23,28.0,28.0,18,6612,19,271.0,36,11.0,5,1171,6,20,19,22,68,90,26,1020,19,190,14,1
15,36.0,12.0,10,17460,9,74.0,30,8.0,3,894,4,2,9,31,77,91,0,1005,12,262,20,0
0,34.0,10.0,7,11488,15,161.0,53,5.0,3,528,1,0,15,16,13,58,69,1022,15,9,8,1
1,0.0,0.0,11,1549,27,0.0,0,0.0,3,907,1,0,28,21,1,34,12,1019,28,151,11,0
0,0.0,0.0,16,402,20,0.0,0,0.0,4,926,3,0,20,13,3,78,41,1014,20,210,7,1
0,0.0,0.0,16,1362,19,0.0,0,0.0,3,926,3,0,19,15,91,83,34,1022,19,188,11,1
9,34.0,10.0,11,53,25,716.0,40,9.0,1,894,4,11,24,30,0,45,12,1022,24,5,18,0
28,13.0,35.0,5,38,6,796.0,21,0.0,3,123,0,0,6,14,20,90,26,1027,7,297,6,0
1,0.0,0.0,17,1024,24,0.0,0,0.0,3,907,1,0,22,16,53,70,34,1021,22,175,13,1
6,38.0,1.0,4,590,7,855.0,17,4.0,4,528,1,18,7,17,50,73,100,1020,9,321,9,1
8,22.0,40.0,8,21657,8,288.0,1,1.0,4,123,0,0,8,23,42,87,55,1021,10,318,12,1
15,13.0,35.0,18,5707,19,293.0,40,9.0,3,894,4,18,19,13,74,92,75,1006,19,208,9,1
17,41.0,32.0,6,2689,9,2286.0,1,1.0,3,123,0,14,9,32,48,65,38,1006,12,260,24,1
21,41.0,32.0,17,27,19,191.0,40,9.0,3,894,4,20,19,14,45,88,92,1011,19,181,10,0
17,41.0,32.0,14,70,26,356.0,21,0.0,3,123,0,9,26,28,4,49,79,1016,25,8,20,0
6,32.0,29.0,8,334,16,341.0,18,3.0,4,528,1,11,16,21,80,59,31,1022,16,233,17,0
0,34.0,10.0,6,1362,12,660.0,18,3.0,4,528,1,12,12,19,92,63,100,1020,13,263,15,1
15,36.0,12.0,7,392,8,9.0,40,9.0,4,894,4,2,8,11,43,91,84,1022,8,137,7,1
15,36.0,12.0,13,2005,21,534.0,40,9.0,4,894,4,14,21,7,0,60,41,1025,20,182,6,0
28,13.0,35.0,6,53,7,1653.0,1,1.0,4,123,0,10,7,22,51,77,91,1010,10,353,18,0
6,18.0,41.0,8,34,9,809.0,1,1.0,3,123,0,8,9,26,51,81,30,1008,11,263,18,0
6,31.0,8.0,11,3511,15,1083.0,21,0.0,1,123,0,17,15,23,77,73,27,1018,16,190,18,1
6,31.0,8.0,10,1485,18,971.0,21,0.0,1,123,0,15,18,20,6,62,62,1024,18,9,13,1
21,41.0,32.0,4,308,5,950.0,40,9.0,4,894,4,12,5,40,73,73,100,1007,9,277,30,1
2,0.0,0.0,14,2169,29,0.0,0,0.0,4,926,3,0,29,6,4,38,12,1021,29,87,5,1
26,40.0,16.0,15,62,22,558.0,36,11.0,2,1171,6,10,22,20,26,65,19,1007,22,200,16,0
3,0.0,0.0,11,11491,22,0.0,0,0.0,4,911,2,0,22,18,0,52,12,1021,21,116,9,1
2,0.0,0.0,13,24510,18,0.0,0,0.0,3,926,3,0,18,8,0,72,26,1019,17,224,4,0
1,0.0,0.0,16,222,25,0.0,0,0.0,4,907,1,0,23,19,41,65,48,1014,23,187,16,0
14,34.0,10.0,8,1914,11,2962.0,2,2.0,3,123,0,12,11,35,27,72,86,1004,13,285,25,1
1,0.0,0.0,16,288,26,0.0,0,0.0,3,907,1,0,24,23,2,59,34,1019,24,157,15,1
24,13.0,35.0,5,904,12,156.0,18,3.0,3,528,1,18,12,57,48,52,36,1005,15,12,33,1
0,0.0,0.0,14,7267,16,0.0,0,0.0,3,926,3,0,16,20,69,88,55,1017,16,148,14,0
2,0.0,0.0,16,9248,25,0.0,0,0.0,4,926,3,0,23,23,1,63,34,1019,23,145,14,1
16,19.0,3.0,9,432,26,168.0,10,15.0,4,1381,9,15,27,19,0,31,57,1021,27,136,12,0
28,13.0,35.0,7,14405,10,128.0,1,1.0,3,123,0,3,10,17,65,78,56,1019,11,347,9,0
19,10.0,7.0,9,1212,12,594.0,29,14.0,5,1294,8,8,12,12,82,75,41,1019,13,281,8,0
1,0.0,0.0,11,133,21,0.0,0,0.0,4,907,1,0,21,16,0,53,19,1019,21,165,7,1
11,39.0,33.0,5,1638,10,865.0,40,9.0,3,894,4,13,10,16,11,66,91,1010,11,352,13,1
2,0.0,0.0,11,82,26,0.0,0,0.0,4,926,3,0,26,22,0,39,12,1020,26,144,11,0
17,41.0,32.0,12,99,18,3535.0,2,2.0,3,123,0,17,18,19,80,68,10,1014,18,182,15,1
6,32.0,17.0,15,6654,27,3365.0,1,1.0,4,123,0,13,27,22,16,50,0,1008,27,277,19,0
3,0.0,0.0,15,129,20,0.0,0,0.0,4,911,2,0,20,3,35,77,41,1018,19,145,2,0
6,2.0,18.0,13,98,20,1117.0,21,0.0,4,123,0,19,20,22,5,66,0,1020,20,115,11,1
0,0.0,0.0,10,123,26,0.0,0,0.0,3,926,3,0,27,22,0,35,19,1018,27,174,13,0
15,36.0,12.0,7,2454,6,263.0,30,8.0,1,894,4,23,6,17,61,90,98,1030,8,245,9,1
0,0.0,0.0,12,18,25,0.0,0,0.0,3,926,3,0,24,17,2,46,55,1016,24,162,15,0
1,0.0,0.0,16,19,18,0.0,0,0.0,4,907,1,0,18,9,17,91,41,1014,17,197,5,0
6,31.0,8.0,2,146,5,1256.0,1,1.0,1,123,0,10,5,36,71,62,32,1023,8,185,28,0
1,0.0,0.0,16,362,26,0.0,0,0.0,3,907,1,0,24,23,2,59,34,1019,24,157,15,1
0,15.0,13.0,10,887,17,186.0,36,11.0,1,1171,6,13,17,18,44,66,21,1019,17,122,12,0
2,0.0,0.0,16,26,21,0.0,0,0.0,4,926,3,0,21,15,4,72,41,1014,21,215,8,0
2,0.0,0.0,15,835,26,0.0,0,0.0,4,926,3,0,25,4,22,54,41,1017,25,188,3,0
2,0.0,0.0,12,23329,25,0.0,0,0.0,3,926,3,0,24,17,2,46,55,1016,24,162,15,0
3,0.0,0.0,11,146,26,0.0,0,0.0,4,911,2,0,26,22,0,39,12,1020,26,144,11,0
3,0.0,0.0,10,143,29,0.0,0,0.0,4,911,2,0,30,11,0,30,19,1019,29,179,8,1
2,0.0,0.0,16,5349,18,0.0,0,0.0,4,926,3,0,18,1,0,87,26,1019,15,298,1,1
2,39.0,33.0,7,66,12,1401.0,17,4.0,3,528,1,12,12,18,34,66,0,1019,13,296,15,0
15,13.0,35.0,8,9618,9,680.0,30,8.0,1,894,4,20,9,32,21,80,7,1013,11,300,18,1
0,0.0,0.0,14,369,29,0.0,0,0.0,3,926,3,0,29,6,0,41,19,1020,27,60,5,0
2,0.0,0.0,15,3334,25,0.0,0,0.0,3,926,3,0,24,1,27,56,41,1018,24,183,1,0
9,34.0,10.0,15,21443,19,31.0,40,9.0,1,894,4,0,19,9,5,81,100,1008,18,204,5,1
0,0.0,0.0,15,1062,27,0.0,0,0.0,4,926,3,0,27,15,8,50,41,1014,26,190,12,1
14,34.0,10.0,15,135,17,79.0,2,2.0,3,123,0,6,17,3,38,88,41,1018,17,126,2,1
2,0.0,0.0,15,219,17,0.0,0,0.0,3,926,3,0,17,4,29,90,41,1018,16,121,3,1
9,29.0,24.0,3,558,8,420.0,36,11.0,5,1171,6,10,8,17,80,61,42,1030,10,203,12,1
28,36.0,12.0,5,2591,8,2780.0,2,2.0,4,123,0,17,8,7,9,78,68,1026,8,46,3,1
1,0.0,0.0,16,6157,26,0.0,0,0.0,3,907,1,0,24,23,2,59,34,1019,24,157,15,0
3,22.0,40.0,12,1747,23,729.0,40,9.0,4,894,4,8,23,8,5,53,85,1016,22,238,6,0
6,2.0,18.0,13,1558,15,769.0,21,0.0,4,123,0,22,15,20,7,90,21,1021,15,125,11,1
0,0.0,0.0,9,668,28,0.0,0,0.0,3,926,3,0,29,19,0,29,19,1018,29,178,13,0
6,31.0,34.0,8,34,14,1432.0,21,0.0,4,123,0,13,14,11,12,66,56,1028,14,350,8,0
1,0.0,0.0,11,5757,26,0.0,0,0.0,3,907,1,0,26,22,0,39,12,1020,26,144,11,0
6,17.0,11.0,5,17351,5,31.0,2,2.0,1,123,0,0,5,24,10,86,10,1021,7,246,14,1
0,0.0,0.0,15,65,26,0.0,0,0.0,3,926,3,0,25,4,22,54,41,1017,25,188,3,0
3,0.0,0.0,13,262,28,0.0,0,0.0,4,911,2,0,27,11,4,41,12,1021,27,46,8,0
0,34.0,10.0,11,244,24,1739.0,53,5.0,3,528,1,14,24,3,0,44,1,1012,22,205,3,0
5,6.0,13.0,10,247,19,578.0,52,6.0,2,627,2,8,19,23,6,54,10,1008,20,273,19,0
0,0.0,0.0,12,240,29,0.0,0,0.0,4,926,3,0,30,14,2,32,12,1019,30,147,8,0
0,0.0,0.0,12,1989,20,0.0,0,0.0,3,926,3,0,20,13,0,60,19,1019,19,167,6,1
0,0.0,0.0,15,495,20,0.0,0,0.0,4,926,3,0,20,3,0,75,26,1019,18,258,2,1
6,37.0,2.0,10,239,13,1317.0,17,4.0,4,528,1,17,13,19,50,77,32,1011,14,174,13,1
0,0.0,0.0,14,304,29,0.0,0,0.0,4,926,3,0,29,6,4,38,12,1021,29,87,5,0
1,0.0,0.0,16,1368,27,0.0,0,0.0,3,907,1,0,27,12,10,50,41,1014,27,194,9,0
6,2.0,18.0,2,531,4,347.0,2,2.0,4,123,0,7,4,35,59,70,31,1015,7,255,23,1
2,0.0,0.0,12,82,24,0.0,0,0.0,4,926,3,0,23,16,4,50,12,1022,23,7,10,0
14,26.0,6.0,5,115,4,11.0,36,11.0,1,1171,6,5,4,12,41,94,80,1031,5,336,6,1
2,0.0,0.0,15,421,17,0.0,0,0.0,3,926,3,0,17,3,38,88,41,1018,17,126,2,1
2,0.0,0.0,16,627,28,0.0,0,0.0,4,926,3,0,27,8,12,49,41,1015,27,199,7,1
15,36.0,12.0,13,969,24,223.0,40,9.0,1,894,4,11,23,18,5,55,0,1016,23,176,16,1
9,29.0,24.0,4,260,12,770.0,36,11.0,1,1171,6,17,12,12,22,57,37,1016,12,140,7,1
0,0.0,0.0,16,120,25,0.0,0,0.0,3,926,3,0,23,22,48,66,48,1014,23,184,18,1
0,34.0,10.0,12,555,19,1970.0,17,4.0,4,528,1,8,19,12,1,63,63,1020,19,106,9,1
6,38.0,1.0,13,526,19,621.0,18,3.0,4,528,1,15,19,22,100,69,10,1012,18,188,19,0
15,36.0,12.0,8,1065,15,765.0,30,8.0,1,894,4,16,15,50,30,62,53,1011,15,7,32,1
3,0.0,0.0,15,48,17,0.0,0,0.0,4,911,2,0,17,19,56,90,55,1016,17,158,13,0
21,41.0,32.0,5,2774,5,23.0,40,9.0,4,894,4,6,5,21,26,85,87,1024,7,338,13,0
2,0.0,0.0,16,879,24,0.0,0,0.0,4,926,3,0,23,19,3,69,26,1018,23,191,14,0
2,0.0,0.0,14,12570,17,0.0,0,0.0,4,926,3,0,17,6,12,85,12,1021,16,84,3,0
11,39.0,33.0,9,307,17,43.0,30,8.0,3,894,4,6,17,31,26,59,26,1026,17,12,17,1
10,36.0,12.0,16,926,18,67.0,17,4.0,3,528,1,6,18,23,100,90,6,1013,17,2,14,1
6,2.0,18.0,11,1177,20,683.0,2,2.0,4,123,0,8,20,32,0,60,12,1023,20,10,19,0
0,0.0,0.0,15,395,22,0.0,0,0.0,4,926,3,0,22,2,31,67,41,1018,21,164,1,1
8,22.0,40.0,5,1726,7,104.0,1,1.0,3,123,0,6,7,10,10,86,47,1018,7,2,5,1
0,0.0,0.0,12,3638,26,0.0,0,0.0,4,926,3,0,25,15,4,44,12,1022,25,5,11,1
0,15.0,13.0,9,89,12,140.0,36,11.0,1,1171,6,20,12,26,21,74,25,1018,13,233,14,1
13,6.0,13.0,8,155,17,311.0,23,13.0,2,1285,7,19,17,14,13,55,61,1022,17,67,7,0
17,41.0,32.0,10,76,17,370.0,21,0.0,3,123,0,8,17,15,48,65,20,1014,17,216,12,1
6,18.0,41.0,5,143,5,157.0,21,0.0,3,123,0,7,5,22,54,87,54,1026,7,261,13,0
1,0.0,0.0,16,17,25,0.0,0,0.0,4,907,1,0,22,23,0,67,34,1019,22,133,14,0
28,13.0,35.0,12,1693,20,1949.0,2,2.0,3,123,0,11,20,8,37,58,70,1003,20,272,7,1
0,0.0,0.0,12,90,25,0.0,0,0.0,4,926,3,0,24,25,0,49,55,1016,24,155,18,0
15,13.0,35.0,11,851,18,652.0,40,9.0,1,894,4,8,18,8,5,62,17,1019,17,225,7,1
1,0.0,0.0,16,681,18,0.0,0,0.0,4,907,1,0,18,1,0,87,26,1019,15,298,1,1
1,0.0,0.0,13,508,18,0.0,0,0.0,3,907,1,0,18,9,0,70,19,1019,17,205,4,1
1,0.0,0.0,12,999,20,0.0,0,0.0,4,907,1,0,20,13,0,60,19,1019,19,167,6,0
0,0.0,0.0,12,7012,20,0.0,0,0.0,3,926,3,0,20,13,0,60,19,1019,19,167,6,1
0,15.0,13.0,8,89,9,407.0,36,11.0,1,1171,6,19,9,22,61,85,69,1009,11,337,12,1
27,1.0,20.0,9,1529,12,2322.0,24,12.0,5,1285,7,15,12,40,96,70,100,1014,14,243,28,1
20,38.0,21.0,10,610,12,79.0,2,2.0,3,123,0,6,12,23,93,82,100,1015,13,187,17,0
1,0.0,0.0,11,1696,22,0.0,0,0.0,4,907,1,0,22,18,0,52,12,1021,21,116,9,1
15,36.0,12.0,11,2632,25,894.0,40,9.0,1,894,4,14,25,15,0,42,34,1015,25,180,12,1
0,15.0,13.0,7,136,11,505.0,36,11.0,1,1171,6,11,11,16,0,67,11,1026,13,238,12,1
0,0.0,0.0,15,170,22,0.0,0,0.0,3,926,3,0,22,2,31,67,41,1018,21,164,1,1
1,0.0,0.0,16,1673,25,0.0,0,0.0,3,907,1,0,23,25,55,66,48,1014,23,181,21,1
3,22.0,40.0,15,987,20,638.0,40,9.0,3,894,4,14,20,16,42,70,72,1012,20,196,12,0
2,0.0,0.0,17,224,18,0.0,0,0.0,4,926,3,0,18,12,80,92,48,1015,18,162,8,1
3,0.0,0.0,15,37,26,0.0,0,0.0,4,911,2,0,25,18,3,55,26,1018,25,190,15,0
28,13.0,35.0,8,73,8,470.0,21,0.0,3,123,0,23,8,15,30,91,49,1026,9,351,7,1
0,0.0,0.0,12,1133,29,0.0,0,0.0,4,926,3,0,29,8,0,35,19,1020,28,120,6,1
2,0.0,0.0,13,2742,16,0.0,0,0.0,4,926,3,0,16,25,0,80,55,1019,16,130,15,1
2,39.0,33.0,13,1172,24,114.0,17,4.0,3,528,1,8,24,8,4,53,1,1014,23,300,7,0
3,0.0,0.0,17,516,24,0.0,0,0.0,4,911,2,0,22,16,53,70,34,1021,22,175,13,1
16,19.0,3.0,11,2706,27,273.0,10,15.0,4,1381,9,10,27,27,15,38,29,1011,27,343,17,1
1,0.0,0.0,15,1515,17,0.0,0,0.0,4,907,1,0,17,15,78,88,34,1021,17,194,10,1
1,0.0,0.0,15,3734,26,0.0,0,0.0,3,907,1,0,25,18,3,55,26,1018,25,190,15,1
2,0.0,0.0,16,4795,25,0.0,0,0.0,4,926,3,0,22,17,5,67,41,1014,22,219,9,1
21,41.0,32.0,5,184,6,228.0,40,9.0,1,894,4,20,6,21,44,83,10,1026,8,225,11,1
3,22.0,40.0,8,2227,7,526.0,40,9.0,1,894,4,9,7,36,94,87,22,1012,10,219,23,0
21,41.0,32.0,12,2692,17,1430.0,30,8.0,3,894,4,18,17,29,3,74,7,1006,17,9,14,0
0,0.0,0.0,17,5180,24,0.0,0,0.0,3,926,3,0,23,15,49,69,48,1014,23,187,12,1
14,26.0,6.0,6,4447,12,163.0,36,11.0,1,1171,6,12,12,24,25,59,40,1020,14,245,19,1
21,41.0,32.0,7,3739,15,635.0,30,8.0,1,894,4,12,15,13,96,57,93,1015,15,183,11,1
0,0.0,0.0,10,4168,26,0.0,0,0.0,3,926,3,0,27,22,0,35,19,1018,27,174,13,1
28,13.0,35.0,3,136,7,2801.0,1,1.0,4,123,0,15,7,32,18,63,15,1019,10,209,23,0
2,0.0,0.0,13,298,26,0.0,0,0.0,3,926,3,0,26,13,2,46,26,1018,25,187,11,1
3,0.0,0.0,15,306,17,0.0,0,0.0,4,911,2,0,17,18,47,89,55,1016,17,166,12,0
21,41.0,32.0,7,4437,10,722.0,40,9.0,4,894,4,19,10,11,29,78,41,1022,11,164,6,0
1,0.0,0.0,15,3734,26,0.0,0,0.0,3,907,1,0,25,18,3,55,26,1018,25,190,15,1
21,41.0,32.0,14,519,19,212.0,40,9.0,4,894,4,20,19,13,16,72,0,1014,19,203,8,1
6,37.0,2.0,8,33,22,746.0,17,4.0,4,528,1,15,22,17,9,42,54,1026,22,154,11,0
2,0.0,0.0,16,186,18,0.0,0,0.0,3,926,3,0,18,17,82,89,34,1021,18,194,12,0
2,0.0,0.0,12,316,19,0.0,0,0.0,4,926,3,0,19,11,0,67,19,1019,17,168,5,0
0,0.0,0.0,12,281,25,0.0,0,0.0,4,926,3,0,22,25,0,53,55,1017,22,151,16,1
3,0.0,0.0,12,5490,26,0.0,0,0.0,4,669,0,0,26,16,3,42,26,1018,26,191,14,0
2,0.0,0.0,12,34200,19,0.0,0,0.0,3,926,3,0,19,8,0,64,19,1020,17,72,4,0
2,0.0,0.0,15,629,25,0.0,0,0.0,3,926,3,0,23,18,5,61,41,1014,23,208,11,1
15,36.0,12.0,17,1725,19,15.0,40,9.0,1,894,4,0,19,15,79,90,99,1011,18,181,10,1
0,0.0,0.0,14,66,26,0.0,0,0.0,3,926,3,0,25,5,0,52,26,1019,22,180,5,0
3,22.0,40.0,8,78,13,478.0,40,9.0,1,894,4,15,13,11,64,73,53,1034,13,194,7,0
24,13.0,35.0,10,27049,17,1973.0,17,4.0,3,528,1,8,17,15,48,65,20,1014,17,216,12,1
6,18.0,17.0,6,369,13,1584.0,2,2.0,1,123,0,18,13,15,0,62,62,1017,13,124,7,0
0,0.0,0.0,15,1062,27,0.0,0,0.0,4,926,3,0,27,15,8,50,41,1014,26,190,12,1
10,36.0,12.0,8,160,10,1602.0,53,5.0,4,528,1,18,10,21,52,83,62,1019,11,299,11,0
0,0.0,0.0,13,6363,28,0.0,0,0.0,3,926,3,0,27,11,4,41,12,1021,27,46,8,1
6,18.0,41.0,13,3230,18,112.0,2,2.0,3,123,0,23,18,11,48,73,54,1008,18,271,6,0
11,39.0,33.0,12,82,12,58.0,40,9.0,4,894,4,1,12,26,100,90,93,1006,14,189,18,1
28,13.0,35.0,20,89,26,780.0,21,0.0,3,123,0,14,24,12,54,78,35,1010,24,17,7,1
15,13.0,35.0,4,202,5,538.0,30,8.0,3,894,4,0,5,43,15,73,36,1018,9,5,26,0
3,22.0,40.0,5,84,6,112.0,40,9.0,3,894,4,20,6,12,4,91,80,1034,6,80,6,0
3,0.0,0.0,16,1382,26,0.0,0,0.0,3,669,0,0,25,21,12,58,34,1019,25,169,15,1
9,29.0,24.0,13,912,19,494.0,36,11.0,1,1171,6,18,19,17,9,70,100,1007,19,166,13,0
